x0,x1,x2,x3,x4,x5,x6,x7,z,adverse_risk,label
-1,-2,-3,-1,-5,2,1,-8,-1053,0,0
-1,-2,-3,-1,-3,2,1,-8,-1039,0,0
-1,-2,-3,0,-5,2,1,-8,-1009,0,0
-2,-2,-3,-1,-3,2,1,-8,-1043,0,0
-1,-2,-3,-1,-5,2,1,-8,-1053,0,0
-1,-2,-3,-1,-2,1,-1,-8,-970,0,0
-1,-2,-2,-1,-3,1,-1,-8,-963,0,0
-2,-2,-2,-1,-4,1,-1,-8,-974,0,0
-1,-2,-2,-1,-3,1,-1,-8,-963,0,0
-1,-2,-2,-1,-1,1,-1,-8,-949,0,0
-1,-2,-2,-1,-4,1,-1,-8,-970,0,0
-1,-2,-2,-1,-2,1,-1,-8,-956,0,0
-1,-2,-2,0,-3,1,-1,-8,-919,0,0
-1,-2,-2,-1,-3,1,-1,-8,-963,0,0
-2,-2,-2,-1,-2,1,-1,-8,-960,0,0
-2,-2,-2,0,-3,1,-1,-8,-923,0,0
-3,-2,-2,-1,-3,1,-1,-8,-971,0,0
-4,-2,-2,-1,-2,1,-1,-8,-968,0,0
-3,-2,-1,-1,-4,1,-1,-8,-964,0,0
-3,-2,-1,-1,-4,1,-1,-8,-964,0,0
-4,-2,-1,-1,-1,2,-1,-8,-1061,0,0
-3,-2,-1,-1,-3,2,-1,-8,-1071,0,0
-4,-2,-1,-1,-2,1,-1,-8,-954,0,0
-3,-2,-1,-1,-4,1,-1,-8,-964,0,0
-2,-2,-1,-1,-3,1,-1,-8,-953,0,0
-2,-2,-1,0,-1,1,-1,-8,-895,0,0
-3,-2,-1,-1,-2,1,-1,-8,-950,0,0
-3,-2,-1,-1,-4,1,-1,-8,-964,0,0
-4,-2,-1,0,-2,1,-1,-8,-910,0,0
24,-2,-2,-1,-1,2,0,-8,-937,0,0
23,-2,-2,-1,-2,2,0,-8,-948,0,0
25,-2,-2,-1,-1,2,0,-8,-933,0,0
26,-2,-2,-1,-1,2,0,-8,-929,0,0
25,-2,-2,-1,-2,2,0,-8,-940,0,0
26,-2,-2,-1,-2,2,0,-8,-936,0,0
28,-2,-2,-1,-2,2,0,-8,-928,0,0
26,-2,-2,-1,-2,2,0,-8,-936,0,0
24,-2,-2,0,-2,2,0,-8,-900,0,0
25,-2,-2,-1,-2,2,0,-8,-940,0,0
24,-2,-2,-1,-1,2,0,-8,-937,0,0
24,-2,-2,-1,-3,2,0,-8,-951,0,0
26,-2,-2,-1,-3,2,0,-8,-943,0,0
28,-2,-2,-1,-1,2,0,-8,-921,0,0
26,-2,-2,-1,-3,2,0,-8,-943,0,0
24,-2,-2,-1,-2,2,0,-8,-944,0,0
25,-2,-2,-1,-2,2,0,-8,-940,0,0
24,-2,-2,-1,-2,2,0,-8,-944,0,0
23,-2,-2,-1,-2,2,0,-8,-948,0,0
25,-2,-2,0,-1,2,0,-8,-889,0,0
24,-2,-2,-1,-2,2,0,-8,-944,0,0
1,-2,-5,-2,5,1,1,-8,-933,0,0
1,-3,-5,0,5,1,-1,-8,-817,0,0
1,-2,-6,0,12,1,-1,-8,-862,0,0
0,-2,-6,-1,4,1,-1,-8,-966,0,0
-1,-2,-6,-1,-4,1,-1,-8,-1026,0,0
-1,-3,-6,-2,-15,1,-1,-8,-1067,0,0
-2,-3,-7,-3,-3,1,-1,-8,-1045,0,0
-3,-3,-5,1,-23,1,-1,-8,-985,0,0
-4,-2,-5,2,21,1,-1,-8,-717,0,0
-5,-2,-6,-3,-5,1,-1,-8,-1137,0,0
-4,-2,-7,-2,1,1,-1,-8,-1061,0,0
-4,-3,-7,-1,-1,1,-1,-8,-951,0,0
-3,-3,-7,-1,-1,1,-1,-8,-947,0,0
-2,-2,-8,-2,4,1,-1,-8,-1046,0,0
-3,-3,-8,0,-7,0,-1,-8,-845,0,0
-3,-2,-8,0,6,1,-1,-8,-948,0,0
-2,-2,-9,-2,-10,1,-1,-8,-1158,0,0
-1,-2,-8,0,-10,1,-1,-8,-1052,0,0
-1,-2,-8,0,11,1,-1,-8,-905,0,0
-2,-3,-9,-1,11,1,-1,-8,-887,0,0
-2,-2,-9,0,-3,1,-1,-8,-1021,0,0
-3,-2,-8,-1,-14,1,-1,-8,-1132,0,0
-3,-2,-8,0,-3,1,-1,-8,-1011,0,0
-4,-2,-8,-1,2,1,-1,-8,-1024,0,0
-5,-3,-8,0,1,1,-1,-8,-911,0,0
-5,-3,-10,-2,11,0,-1,-8,-843,0,0
-5,-2,-11,0,14,0,-1,-8,-828,0,0
-5,-2,-9,0,-10,0,-1,-8,-968,0,0
-4,-2,-11,0,19,1,-1,-8,-903,0,0
-4,-2,-11,-1,-5,1,-1,-8,-1115,0,0
-4,-2,-11,-1,-5,1,-1,-8,-1115,0,0
-3,-3,-10,2,9,1,-1,-8,-787,0,0
-2,-2,-10,0,1,1,-1,-8,-1007,0,0
-1,-2,-9,1,-8,0,1,-8,-842,0,0
-2,-3,-9,-2,2,0,1,-8,-828,0,0
-1,-2,-10,-2,2,0,1,-8,-918,0,0
-2,-3,-10,-1,-3,0,1,-8,-833,0,0
-1,-3,-8,0,-27,0,1,-8,-925,0,0
-2,-2,-8,0,2,0,1,-8,-806,0,0
-1,-2,-9,-2,-3,0,1,-8,-939,0,0
-2,-2,-9,0,-9,-1,-1,-8,-835,0,0
-3,-2,-9,-1,-4,-1,-1,-8,-848,0,0
-4,-2,-9,0,3,-2,1,-8,-593,0,0
-4,-2,-9,-3,-4,-2,1,-8,-774,0,0
-5,-3,-8,1,-10,-2,1,-8,-550,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,76,127,-2,2,0,-8,5668,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,-2,-128,-2,2,0,-8,-6644,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,1,0,4,2,0,-8,-928,0,0
-4,-2,1,0,0,2,0,-8,-956,0,0
-4,-2,1,-1,1,2,0,-8,-993,0,0
-4,-2,1,-1,-6,2,0,-8,-1042,0,0
-4,-2,1,0,2,2,0,-8,-942,0,0
-4,-2,1,-2,-2,2,0,-8,-1058,0,0
-4,-2,1,0,-8,2,0,-8,-1012,0,0
-4,-2,1,-1,1,2,0,-8,-993,0,0
-4,-2,1,-1,0,2,0,-8,-1000,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,-1,-2,2,0,-8,-1014,0,0
-4,-2,1,0,-1,2,0,-8,-963,0,0
-4,-2,1,-1,-3,2,0,-8,-1021,0,0
-4,-2,1,-1,4,2,0,-8,-972,0,0
-4,-2,1,-1,1,2,0,-8,-993,0,0
-4,-2,1,-1,-7,2,0,-8,-1049,0,0
-4,-2,1,0,-2,2,0,-8,-970,0,0
-4,-2,1,-1,6,2,0,-8,-958,0,0
-4,-2,1,0,-4,2,0,-8,-984,0,0
-4,-2,1,0,0,2,0,-8,-956,0,0
-4,-2,1,-1,3,2,0,-8,-979,0,0
8,-2,-2,-1,0,0,1,-8,-740,0,0
9,-2,-2,-1,-2,0,1,-8,-750,0,0
9,-2,-2,-1,-2,1,1,-8,-864,0,0
9,-2,-2,-1,-2,1,1,-8,-864,0,0
8,-2,-2,-1,-2,1,1,-8,-868,0,0
8,-2,-2,-1,-3,1,1,-8,-875,0,0
7,-2,-2,-1,-2,1,1,-8,-872,0,0
8,-2,-2,-1,-1,1,1,-8,-861,0,0
9,-2,-2,-1,1,1,1,-8,-843,0,0
9,-2,-2,-1,-1,2,1,-8,-971,0,0
9,-2,-2,-1,-3,2,1,-8,-985,0,0
8,-2,-2,-1,-1,2,1,-8,-975,0,0
7,-2,-2,-1,0,2,1,-8,-972,0,0
8,-2,-2,-1,-2,2,1,-8,-982,0,0
8,-2,-2,-1,1,2,1,-8,-961,0,0
8,-2,-2,-1,0,2,1,-8,-968,0,0
7,-2,-2,-1,-3,2,1,-8,-993,0,0
7,-2,-2,-1,-2,2,1,-8,-986,0,0
8,-2,-2,-1,-1,2,1,-8,-975,0,0
9,-2,-2,0,-1,2,1,-8,-927,0,0
8,-2,-2,-1,-3,2,1,-8,-989,0,0
9,-2,-2,0,-3,2,1,-8,-941,0,0
10,-2,-2,-1,-3,2,1,-8,-981,0,0
10,-2,-2,-1,-1,2,1,-8,-967,0,0
11,-2,-2,-1,-2,2,1,-8,-970,0,0
11,-2,-2,-1,-1,2,1,-8,-963,0,0
10,-2,-2,-1,-5,2,1,-8,-995,0,0
11,-2,-2,-1,0,2,1,-8,-956,0,0
12,-2,-2,-1,-2,2,1,-8,-966,0,0
11,-2,-2,0,-3,2,1,-8,-933,0,0
11,-2,-2,-1,1,2,1,-8,-949,0,0
12,-2,-2,-1,0,2,1,-8,-952,0,0
11,-2,-3,-1,-2,2,1,-8,-984,0,0
10,-2,-2,-1,-2,2,1,-8,-974,0,0
9,-2,-3,-1,-1,2,1,-8,-985,0,0
10,-2,-2,-1,-3,2,1,-8,-981,0,0
10,-2,-2,-1,-3,2,1,-8,-981,0,0
10,-2,-2,-1,-4,2,1,-8,-988,0,0
10,-2,-2,-1,-3,2,1,-8,-981,0,0
11,-2,-2,0,0,2,1,-8,-912,0,0
10,-2,-2,-1,-2,2,1,-8,-974,0,0
9,-2,-2,-1,-3,2,1,-8,-985,0,0
8,-2,-2,-1,0,2,1,-8,-968,0,0
7,-2,-2,-1,-3,2,1,-8,-993,0,0
7,-2,-2,-1,-1,2,1,-8,-979,0,0
0,-2,-2,-1,-1,0,-1,-8,-831,0,0
1,-2,-2,-1,-1,0,-1,-8,-827,0,0
1,-2,-2,-1,0,0,-1,-8,-820,0,0
0,-2,-2,-1,-3,0,-1,-8,-845,0,0
1,-2,-2,-1,-3,0,-1,-8,-841,0,0
1,-2,-2,-1,1,0,-1,-8,-813,0,0
0,-2,-2,-1,1,1,-1,-8,-931,0,0
-1,-2,-2,-1,-1,1,-1,-8,-949,0,0
-2,-2,-2,-1,-5,1,-1,-8,-981,0,0
-3,-2,-2,-1,0,1,-1,-8,-950,0,0
-2,-2,-2,-1,-3,2,-1,-8,-1081,0,0
-3,-2,-2,-1,-4,2,-1,-8,-1092,0,0
-4,-2,-2,-1,-2,2,-1,-8,-1082,0,0
-4,-2,-3,-1,-2,2,-1,-8,-1096,0,0
-5,-2,-3,-1,-2,2,-1,-8,-1100,0,0
-5,-2,-2,-1,-3,2,-1,-8,-1093,0,0
-5,-2,-3,-1,1,2,-1,-8,-1079,0,0
-5,-2,-3,-1,-3,2,-1,-8,-1107,0,0
-5,-2,-3,-1,-1,2,-1,-8,-1093,0,0
-5,-2,-3,-1,-1,2,-1,-8,-1093,0,0
-5,-2,-3,-1,0,2,-1,-8,-1086,0,0
-5,-2,-3,-1,0,2,-1,-8,-1086,0,0
-4,-2,-3,-1,-2,2,-1,-8,-1096,0,0
-3,-2,-3,-1,-3,2,-1,-8,-1099,0,0
-2,-2,-3,-1,-1,2,-1,-8,-1081,0,0
-2,-2,-3,-1,-2,2,-1,-8,-1088,0,0
-2,-2,-3,0,0,2,-1,-8,-1030,0,0
-2,-2,-3,-1,-2,2,-1,-8,-1088,0,0
-2,-2,-4,-1,-1,2,-1,-8,-1095,0,0
-2,-2,-4,-1,-2,2,-1,-8,-1102,0,0
-2,-2,-1,-1,-3,0,-1,-8,-839,0,0
-3,-2,-1,0,-1,0,-1,-8,-785,0,0
-4,-2,-1,0,-3,0,-1,-8,-803,0,0
-4,-2,-1,-1,-4,0,-1,-8,-854,0,0
-4,-2,-1,-1,-4,1,-1,-8,-968,0,0
-5,-2,-1,0,-1,1,-1,-8,-907,0,0
-4,-2,-1,-1,-2,1,-1,-8,-954,0,0
-5,-2,0,-1,-6,1,-1,-8,-972,0,0
-5,-2,0,-1,-5,0,-1,-8,-851,0,0
-4,-2,0,-1,-1,0,-1,-8,-819,0,0
-4,-2,0,-1,-2,0,-1,-8,-826,0,0
-3,-2,0,-1,0,0,-1,-8,-808,0,0
-3,-2,0,-1,-3,0,-1,-8,-829,0,0
-4,-2,0,0,-3,0,-1,-8,-789,0,0
-5,-2,0,-1,-3,1,-1,-8,-951,0,0
-5,-2,0,-1,-2,1,-1,-8,-944,0,0
-4,-2,0,-1,-1,1,-1,-8,-933,0,0
-4,-2,0,-1,-2,1,-1,-8,-940,0,0
-5,-2,0,0,-4,1,-1,-8,-914,0,0
-5,-2,0,-1,-3,1,-1,-8,-951,0,0
-4,-2,0,-1,-3,1,-1,-8,-947,0,0
-5,-2,0,-1,-5,1,-1,-8,-965,0,0
-5,-2,1,0,-5,1,-1,-8,-907,0,0
-5,-2,1,-1,0,2,-1,-8,-1030,0,0
-5,-2,1,-1,-5,2,-1,-8,-1065,0,0
-5,-2,1,-1,-5,2,-1,-8,-1065,0,0
-5,-2,1,-1,-2,2,-1,-8,-1044,0,0
-5,-2,1,-1,-3,2,-1,-8,-1051,0,0
-4,-2,1,-1,-4,2,-1,-8,-1054,0,0
-3,-2,1,-1,-4,2,-1,-8,-1050,0,0
6,-2,-2,-1,-1,2,0,-8,-1009,0,0
8,-2,-2,-1,-2,2,0,-8,-1008,0,0
7,-2,-2,-1,-1,2,0,-8,-1005,0,0
8,-2,-2,-1,0,2,0,-8,-994,0,0
10,-2,-2,-1,-1,2,0,-8,-993,0,0
8,-2,-2,-1,-2,2,0,-8,-1008,0,0
8,-2,-2,-1,-1,2,0,-8,-1001,0,0
6,-2,-2,-1,-2,2,0,-8,-1016,0,0
4,-2,-2,-1,-1,2,0,-8,-1017,0,0
4,-2,-2,-1,-2,2,0,-8,-1024,0,0
4,-2,-2,-1,-1,2,0,-8,-1017,0,0
5,-2,-2,-1,-1,2,0,-8,-1013,0,0
4,-2,-2,-1,-1,2,0,-8,-1017,0,0
5,-2,-2,-1,-3,2,0,-8,-1027,0,0
4,-2,-2,-1,-1,2,0,-8,-1017,0,0
5,-2,-2,-1,-2,2,0,-8,-1020,0,0
5,-2,-2,-1,-3,2,0,-8,-1027,0,0
5,-2,-2,-1,0,2,0,-8,-1006,0,0
5,-2,-2,-1,0,2,0,-8,-1006,0,0
4,-2,-2,-1,-2,2,0,-8,-1024,0,0
6,-2,-2,-1,-1,2,0,-8,-1009,0,0
7,-3,-8,0,6,-1,1,-8,-548,0,0
6,-2,-8,-1,9,-1,1,-8,-655,0,0
7,-2,-8,1,2,-1,1,-8,-612,0,0
7,-3,-8,-2,1,-1,1,-8,-671,0,0
7,-2,-8,0,-1,0,1,-8,-791,0,0
7,-2,-8,0,-2,0,1,-8,-798,0,0
8,-3,-7,-1,-16,0,1,-8,-842,0,0
8,-2,-9,-4,-3,1,1,-8,-1105,0,0
7,-2,-10,-2,11,0,-1,-8,-875,0,0
7,-2,-9,1,-6,0,-1,-8,-848,0,0
6,-2,-11,-3,7,1,-1,-8,-1079,0,0
7,-3,-10,-1,-19,0,1,-8,-909,0,0
6,-2,-11,0,20,0,1,-8,-690,0,0
5,-3,-11,0,4,0,1,-8,-726,0,0
6,-3,-10,1,-2,0,1,-8,-706,0,0
7,-2,-10,1,6,0,1,-8,-726,0,0
8,-2,-9,0,-20,0,1,-8,-934,0,0
8,-2,-7,1,-7,0,1,-8,-771,0,0
9,-2,-7,-1,-5,0,1,-8,-841,0,0
10,-2,-6,1,2,-1,-1,-8,-624,0,0
10,-2,-8,-1,13,-1,-1,-8,-663,0,0
10,-2,-6,1,-10,0,-1,-8,-822,0,0
9,-2,-5,0,-16,0,-1,-8,-898,0,0
8,-2,-6,-2,7,-1,1,-8,-677,0,0
9,-3,-6,-1,-6,0,1,-8,-754,0,0
9,-2,-5,1,-2,0,1,-8,-704,0,0
9,-3,-4,1,-5,0,1,-8,-631,0,0
9,-2,-4,1,-2,0,1,-8,-690,0,0
8,-2,-3,-2,-19,0,1,-8,-931,0,0
9,-3,-2,0,-15,0,1,-8,-717,0,0
8,-3,-3,-1,8,0,1,-8,-618,0,0
8,-2,-3,-2,-6,0,1,-8,-840,0,0
8,-2,-4,-1,7,0,1,-8,-719,0,0
9,-2,-4,-1,-9,0,1,-8,-827,0,0
10,-3,-5,-3,-3,0,1,-8,-803,0,0
9,-3,-4,0,3,0,1,-8,-619,0,0
8,-3,-4,0,-4,0,1,-8,-672,0,0
9,-2,-5,-2,7,0,-1,-8,-825,0,0
9,-2,-5,0,5,0,-1,-8,-751,0,0
8,-2,-5,0,-6,0,-1,-8,-832,0,0
9,-3,-7,-1,22,-1,-1,-8,-510,0,0
8,-2,-5,0,-21,-2,1,-8,-657,0,0
8,-2,-6,1,23,-2,1,-8,-319,1,0
9,-2,-5,0,-5,-2,1,-8,-541,0,0
8,-2,-4,0,-7,-2,-1,-8,-597,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,76,127,-2,2,0,-8,5668,1,1
-4,-2,76,-1,-2,2,0,-8,36,1,1
-4,-2,76,-1,-2,2,0,-8,36,1,1
-4,-2,76,-1,-2,2,0,-8,36,1,1
-4,-2,76,-1,-2,2,0,-8,36,1,1
-4,-2,-2,-128,-2,2,0,-8,-6644,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-6,-1,-3,2,0,-8,-1119,0,0
-4,-2,-6,-1,-9,2,0,-8,-1161,0,0
-4,-3,-6,-1,2,2,0,-8,-1004,0,0
-4,-2,-6,0,-3,2,0,-8,-1075,0,0
-4,-2,-6,-1,-3,2,0,-8,-1119,0,0
-4,-2,-6,0,-3,2,0,-8,-1075,0,0
-4,-2,-6,0,4,2,0,-8,-1026,0,0
-4,-2,-5,0,-1,2,0,-8,-1047,0,0
-4,-2,-6,-1,3,2,0,-8,-1077,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-6,-1,-2,2,0,-8,-1112,0,0
-4,-2,-5,1,-9,2,0,-8,-1059,0,0
-4,-2,-5,-1,3,2,0,-8,-1063,0,0
-4,-2,-5,-1,-2,2,0,-8,-1098,0,0
-4,-2,-6,-1,0,2,0,-8,-1098,0,0
-4,-2,-7,-1,9,2,0,-8,-1049,0,0
-4,-2,-6,-1,-6,2,0,-8,-1140,0,0
-4,-2,-6,-1,-10,2,0,-8,-1168,0,0
